Org;Type_Org;Date_demande;Type_data;Data_pairing;Title;Technical_instruction;Decision;Date_Decision;Status;Inclusion;Exclusion_reason;Specialty;Study_design;Disease or event
CLCC;Recherche publique;decembre 2017;Dossiers M‚dicaux;Non;ETUDE SALOME -ÿPrise en charge des umeurs malignes du stroma et des cordons sexuels en France : Etude descriptive des cas d‚clar‚s au sein de l?Observatoire des tumeurs rares de l?ovaireÿ;Oui;Oui;janv-18;INDS;0;EHR without pairing with national database;;;
Universit‚ / Ecole;Recherche publique;decembre 2017;Dossiers M‚dicaux;Oui;ThŠse de medecine g‚n‚rale : Devenir des patients de la PASS d‚di‚e m‚dicalis‚e de l'hopital Henri MONDORMarie VICIANA, Interne en m‚decine G‚n‚rale Directeur de thŠse : Dr Isabelle ROUSTANG, Hopital Henri MONDORD‚partement de M‚decine G‚n‚rale de Facult‚ de Paris Descartes;Non;Non;;INDS;0;Not approuved;;;
Assureur;Recherche priv‚e;nov-18;PMSI seul;non;demande d'accŠs aux bases de donn‚es du PMSI en vue de la mise … jour des services d'information de Malakoff M‚d‚ric portant sur l'h“pital;Oui;Oui;fevrier 2019;INDS;1;;Public health;Descriptive;
Bureau d'‚tude;Recherche priv‚e;oct-18;PMSI seul;Non;Demande de d‚cision unique CNIL pour l'‚tude des bases nationales PMI, MCO, SSR, PSY, HAD et leurs ANO 2017-2018 d‚tenues par l'ATIH aux fins d'analyse comparative de l'activit‚ des ‚tablissements de soins;Oui;Oui;decembre 2018;INDS;1;;Public health;;
Industriel sant‚;Recherche priv‚e;decembre 2017;Dossiers M‚dicaux;Non;Etude non interventionnelle et r‚trospective afin de collecter les donn‚es de suivi en vie r‚elle des premiers patients trait‚s en France par m‚polizumab pour un asthme s‚vŠre r‚fractaire … ‚osinophiles, dans le cadre de l?ATU nominative;Non;Hors champs;;INDS;0;EHR without pairing with national database;;;
INSERM-CNRS;Recherche publique;oct-18;Extraction SNDS;Non;Demande d'extraction d'une base de remboursements de m‚dicaments th‚rapeutiques ou pr‚ventifs des infections bact‚riennes communautaires (MIBAC);Oui;Oui;oct-18;INDS;1;;Infectiology;Pharmacoepidemiology;
Industriel sant‚;Recherche priv‚e;decembre 2017;Extraction SNDS;Non;Etude CAMERRA :Cancer m‚tastatique de la prostate r‚sistant … la castration : populations cibles et ‚volution du parcours de soins entre 2012 et 2014, ‚tude … partir des donn‚es du SNDS;Oui;Oui;janv-18;INDS;1;;Urology;Longitudinal study;prostatic cancer
CHU;Recherche publique;mars-18;Autres;Non;Evaluation de la detection automatique de la retinopathie diab‚tqiue par des algorithmes bases sur la technologie des r‚seaux neuronaux convolutifs;Non;Hors champs;;INDS;0;Ad hoc study without pairing with national data;;;
GIP;Recherche publique;juin-19;Extraction SNDS;Non;D‚penses de sant‚ et co–t de la d‚pendance des personnes ƒg‚es selon diff‚rentes cat‚gories de d‚pendance;Oui;Oui;juil-19;INDS;1;;Geriatry;Economics;
Etablissement / F‚d‚ration de sant‚ (CHU, CHRU, CLCC, clinique, etc..ÿ);;09  01  19;PMSI national;;"Descriptif g‚n‚ral du parcours des patients au sein du ""GHT Rh“ne Centre"" en 2017";;;;MR005;1;;Public health;Longitudinal study;
Hospices Civils de Lyon;CHU;20160614;Tb de bord, donn‚es agr‚g‚es, EGB;Non;Description de la prise en charge optique et du parcours de soins des patients op‚r‚s de la cataracte - Demande de prolongation;Termin‚e;D‚cision de prolongation;20160629;IDS;1;;Ophtalmology;Longitudinal study;Cataracte
Autres;Recherche publique;fevrier 2018;Dossiers m‚dicaux;Non;Surveillance des bact‚ri‚mies en Normandie;Non;Hors champs;;INDS;0;EHR without pairing with national database;;;
Industriel sant‚;Recherche priv‚e;fevrier 2018;Dossiers m‚dicaux;Non;Le v‚n‚toclax (ABT-199) dans le traitement de la leuc‚mie lympho‹de chronique : donn‚es recueillies dans le cadre du programme d?autorisation temporaire d?utilisation (ATU)  men‚ dans des pays europ‚ens : une revue de dossiers m‚dicaux;non;Hors champs;;INDS;0;EHR without pairing with national database;;;
CHU;Recherche publique;janv-18;Autres;Non;Comment les m‚decins g‚n‚ralistes abordent-ils la sant‚ sexuelle chez les jeunes filles de 15 … 18 ans aprŠs la mise en place de la Consultation de Contraception et de Pr‚vention (CCP) en novembre 2017?;non;Hors champs;;INDS;0;Ad hoc study without pairing with national data;;;
Industriel de sant‚;;26  11  18;PMSI national;;Description et parcours de soins hospitaliers de la population des patients atteints de surdit‚ moyenne … profonde en 2017;;;;MR006;1;;ENT;Longitudinal study;Surdit‚
CHU;Recherche publique;janv-18;Dossiers m‚dicaux;Non;Surveillance cardiologique des patients hospitalis‚s sous traitement antipsychotique atypique;Non;Hors champs;;INDS;0;EHR without pairing with national database;;;
CHU;Recherche publique;janv-18;Dossiers m‚dicaux;Non;Etude de l'‚quilibre h‚mostatique chez les patients atteints de CDG (Congenital Disorder of Glycosylation);Non;Hors champs;;INDS;0;EHR without pairing with national database;;;
Universit‚ / Ecole;Recherche publique;oct-18;Extraction SNDS;Non;D‚serts m‚dicaux en France m‚tropolitaine;Oui;Oui;mai-19;INDS;1;;Public health;Descriptive;
CHU;Recherche publique;janv-18;Dossiers m‚dicaux;Non;Evaluation du programmed?accompagnement au retour … domicile chez les patients atteints de BPCO (PRADO BPCO).;Oui;Oui;fevrier 2018;INDS;0;EHR without pairing with national database;;;
CHU;Recherche publique;janv-18;Dossiers m‚dicaux;Non;L'‚pid‚miologiste des blessures chez les badistes fran‡ais de haut niveau;Non;Hors champs;;INDS;0;EHR without pairing with national database;;;
CHU;Recherche publique;sept-18;Extraction SNDS;oui;D‚terminants des envois chez le sp‚cialiste en France;Oui;Oui;oct-18;INDS;1;;Public health;Transversal study;
Etablissement / F‚d‚ration de sant‚ (CHU, CHRU, CLCC, clinique, etc..ÿ);;04  04  19;Dossiers Medicaux, PMSI national;;D‚veloppement d?un algorithme pr‚dictif du risque de r‚hospitalisation des patients insuffisants cardiaques;;;;MR005;1;;Cardiology;Pronostic study;
Bureau d'‚tude;Recherche priv‚e;juil-18;EGB;Non;D‚veloppement d?un outil de classification et de pr‚diction en vue d?‚tablir une tarification au parcours de soins;Oui;Oui;oct-18;INDS;1;;Public health;Economics;
Industriel sant‚;Recherche priv‚e;janv-18;Dossiers m‚dicaux;Non;"""Evaluation du taux de r‚cidive des patientes trait‚es avec trastuzumab en situation adjuvante pour un cancer du sein HER2+""";Oui;Oui;fevrier 2018;INDS;0;EHR without pairing with national database;;;
Bureau d'‚tude;Recherche priv‚e;fevrier 2019;Extraction SNDS;Oui;D‚veloppement d?un outil de classification et de pr‚diction en vue d?‚tablir une tarification au parcours de soins;Oui;Oui;mars-19;INDS;0;Double;;;
Industriel sant‚;Recherche priv‚e;juin-18;Extraction SNDS;Non;Evaluation de la pr‚valence et du fardeau du diabŠte de type 2 chez les patients … haut risque cardiovasculaire en France;Oui;Oui;juil-18;INDS;1;;Endocrinology;Longitudinal study;Diabetes
CHIC;Recherche publique;nov-18;Extraction SNDS;Non;D‚veloppement d?une d‚pendance aux opiac‚s post op‚ratoire : ‚tat des lieux de la situation en France entre 2010 et 2018. ;Oui;Oui;mai-19;INDS;1;;Public health;Pharmacoepidemiology;Pain
Bureau d'‚tude;Recherche priv‚e;janv-18;Dossiers m‚dicaux;Non;tude r‚trospective de dossiers m‚dicaux ‚valuant l?histoire naturelle de la maladie et les sch‚mas th‚rapeutiques en situation r‚elle chez les patients pr‚sentant un cancer bronchique non … petites cellules (CBNPC) avec d‚r‚gulation du c-MET;Oui;Oui;fevrier 2018;INDS;0;EHR without pairing with national database;;;
Bureau d'‚tude;Recherche priv‚e;sept-17;Extraction SNDS;Non;D‚veloppement de modŠles m‚thodologiques pour l?identification et la valorisation ‚conomique des ressources consomm‚es dans le cadre de l?alimentation des donn‚es en vie r‚elle des modŠles m‚dico-‚conomiques et des modŠles d?impact budg‚taire;Oui;Oui;sept-17;INDS;1;;Methods;Economics;
Agences;MinistŠre/Agences;janv-18;Autres;Non;Retour d'exp‚rience nationalÿ… partir des d‚clarations d'EIGS  (Base REX-EIGS);Non;Hors champs;;INDS;0;Ad hoc study without pairing with national data;;;
Agences;MinistŠre/Agences;janv-18;Autres;Non;Mise en place d?un outil de mesure et d'analyse des in‚galit‚s sociales de recours aux soins et … la pr‚vention en r‚gion Occitanie;Oui;Oui;fevrier 2018;INDS;0;Ad hoc study without pairing with national data;;;
CHU;Recherche publique;janv-18;DOssiers m‚dicaux;Non;Evaluation de l?Incidence des Pouss‚es chez les patients trait‚s par Biotine pour une Scl‚rose en plaques de forme Progressive.;Non;Hors champs;;INDS;0;EHR without pairing with national database;;;
CHU;Recherche publique;fevrier 2018;Dossiers m‚dicaux;Non;Recueil prospectif des caract‚ristiques de conditionnement, pr‚lŠvement et conservation des greffons issus de donneurs de type Masstricht IIIÿ ÿ ÿ ÿ;Non;Hors champs;;INDS;0;EHR without pairing with national database;;;
FNORS;ORS;20140415;Tb de bord, donn‚es agr‚g‚es, EGB;Non;D‚veloppements d'indicateurs pour le site d'information en sant‚ SCORE-Sant‚ - Demande de prolongation;Termin‚e;D‚cision de prolongation;20140415;IDS;0;Double;;;
CHU;Recherche publique;mars-18;Cohorte;Oui;Devenir … long terme des patients hospitalis‚s en r‚animation pour priseÿen charge d'une l‚sion c‚r‚brale aigue, d'un traumatisme s‚vŠre ou d'une infection s‚vŠre - cohorte r‚trospective nationale;Oui;Oui;juin-18;INDS;1;;Internal medicine;Longitudinal study;
Industriel sant‚;Recherche priv‚e;janv-18;Dossiers m‚dicaux;Non;Etude des dysfonctionnements de l?immunit‚ associ‚s au risque de sepsis chez des pr‚matur‚s dans une zone d?end‚mie palustre au B‚nin;Non;Hors champs;;INDS;0;EHR without pairing with national database;;;
MinistŠre;MinistŠre/Agences;nov-18;Extraction SNDS;Oui;Dispositif EHIS 2019 ? European Health Interview Survey, 3Šme ‚dition Enquˆte sant‚ europ‚enne et enquˆte sant‚ DOM;Oui;Oui;decembre 2018;INDS;1;;Public health;Transversal study;
INSERM-CNRS;Recherche publique;fevrier 2018;Dossiers m‚dicaux;Oui;Dispositif national de surveillance de la mortalit‚ maternelle : L?Enquˆte Nationale Confidentielle sur les Morts Maternelles;Oui;Oui;fevrier 2018;INDS;1;;Gynecology;Longitudinal study;Pregancy
Industriel de sant‚;;02  09  19;PMSI national;;DONNEES NATIONALES;;;;MR006;0;Incomplete data;;;
Industriel de sant‚;;30  11  18;PMSI national;;Donn‚es Nationales Cancer et Maladie Neuro -D‚g‚n‚ratives PMSI MCO et FICHCOMP;;;;MR006;1;;Neurology;Unknown;Cancer, degenerative disease
Industriel de sant‚;;27  06  19;PMSI national;;Donn‚es nationales PMSI FICHCOMP Avastin en ophtalmologie et en particulier dans la DMLA;;;;MR006;1;;Ophtalmology;Pharmacoepidemiology;AMD
Universit‚ / Ecole;Recherche publique;mars-19;Extraction SNDS;Oui;Double antiagr‚gation plaquettaire dans la pr‚vention secondaire au long cours des ‚v‚nements coronaires aigus (DEEPSPACE);Oui;Oui;avr-19;INDS;1;;Cardiology;Pharmacoepidemiology;
CHU;Recherche publique;janv-18;Dossiers m‚dicaux;Non;Projet CANDIDREA (CANDid‚mie chez les patients ImmunoD‚primm‚s en REAnimation);Oui;Oui;mai-18;INDS;0;EHR without pairing with national database;;;
Industriel sant‚;Recherche priv‚e;avr-18;Extraction SNDS;Non;Dur‚e totale du traitement, survie globale et poids ‚conomique de la prise en charge th‚rapeutique de patients atteints d?un CPNPC m‚tastatique avec mutation EGFR, en utilisant un sch‚ma th‚rapeutique comportant un ITK1G ou un ITK2G suivi d?osimertinib : une analyse de la base du SNDS ;Oui;Oui;mai-18;INDS;1;;Pneumology;Pharmacoeconomics;Lung cancer
CHU;Recherche publique;janv-18;Dossiers m‚dicaux;Non;Etude r‚trosective des cas de panniculites lupiques?;Non;Hors champs;;INDS;0;EHR without pairing with national database;;;
CHU;Recherche publique;ao–t-18;Extraction SNDS;oui;ECO-MARVELOUS Evaluation m‚dico-‚conomique d?une IRM optimis‚e dans la prise en charge de l?infarctus du myocarde avec sus-d‚calage ST et de l?accident vasculaire c‚r‚bral isch‚mique;Oui;Oui;decembre 2018;INDS;1;;Radiology;Economics;Myocardial infarction, Stroke
Industriel sant‚;Recherche priv‚e;janv-18;Extraction SNDS;Non;"PremiŠre ligne de traitement de fond des patients pr‚sentant une scl‚rose en plaques r‚currente / r‚mittente (SEP-RR) en France : une analyse de la base 
de donn‚es du SNIIR-AM";Oui;Oui;fevrier 2018;INDS;1;;Neurology;Pharmacoepidemiology;Multiple sclerosis
Industriel sant‚;Recherche priv‚e;fevrier 2018;Dossiers m‚dicaux;Non;NISCC II : post AHSCT (Autogolous Hematopoetic Stem Cell Transplantation) Management For Patienst With Systemic Sclerosis: a prospective, non-interventional approach across Europe ;Oui;Oui;mars-18;INDS;0;EHR without pairing with national database;;;
GIP;Recherche publique;mars-19;Extraction SNDS;Oui;Effet du financement sur la qualit‚ de prise en charge dans les ‚tablissements pour personnes ƒg‚es d‚pendantes (EHPAD).;Oui;Oui;mai-19;INDS;1;;Geriatry;Economics;
Industriel sant‚;Recherche priv‚e;sept-17;Extraction SNDS;Non;Effets de l?intensit‚ effective du traitement hypolip‚miant (THL) en vie r‚elle sur le risque d?‚v‚nement cardiovasculaire chez les patients … haut risque : une ‚tude de cohorte r‚trospective en France avec les donn‚es du SNDS;Oui;Oui;sept-17;INDS;1;;Cardiology;Pharmacoepidemiology;
Universit‚ / Ecole;Recherche publique;janv-18;Registres;Non;Registre Europ‚en des lipodystrophies (ECLip registry)Le registre ECLip des patients atteints de syndromes lipodystrophiques est une banque de donn‚es europ‚enne visant … recueillir des donn‚es cliniques et mol‚culaires de fa‡on r‚trospective et longitudinale concernant les patients atteints de ces maladies. Le but de cette recherche est de d‚crire les ph‚notypes, les corr‚lations g‚notype/ph‚notype dans ces maladies rares, de mieux connaŒtre les diff‚rentes atteintes observ‚es dans cette maladie et leur influence sur son ‚volution ainsi que l'efficacit‚ des diff‚rentes prises en charge th‚rapeutiques. Ce registre, coordonn‚ par le Pr Martin Wabitsch … l'Universit‚ d'Ulm a re‡u l'agr‚ment du comit‚ d'‚thique de l'universit‚ d'Ulm, Allemagne, en date du 28/11/2017 (et ‚galement … Saint Jacques de Compostel, Espagne, et Pise, Italie);Oui;Oui;sept-18;INDS;0;Register without pairing with national data;;;
CHU;Recherche publique;janv-18;Autres;Non;TRIal Group for Global Evaluation and Research in SEPsis;Oui;Oui;fevrier 2018;INDS;0;Ad hoc study without pairing with national data;;;
Autres;Recherche publique;fevrier 2018;Dossiers m‚dicaux;Non;Support transfusionnel des patients non antagonises au decours de hemorraigies extra-cranniennes graves sous AKV sans etat de chocÿ;Non;Hors champs;;INDS;0;EHR without pairing with national database;;;
Centre R‚gional de Pharmacovigilance du CHU de Montpellier;CHU;20130827;Extraction d'un ‚chantillon;Non;Efficacit‚ clinique et rapport b‚n‚fice-risque de la pioglitazone : ‚tude de faisabilit‚ utilisant les donn‚es du SNIIRAM;Termin‚e;Approbation;20130910;IDS;1;;Endocrinology;Pharmacoepidemiology;Diabetes
INSERM-CNRS;Recherche publique;mars-18;Extraction SNDS;Non;Efficacit‚ ‚conomique de l?orthŠse d?avanc‚e mandibulaire (OAM) comme alternative … la pression positive continue (PPC) chez les patients atteints du syndrome d?apn‚es obstructives du sommeil (SAOS);Oui;Oui;mai-18;INDS;1;;ENT;Longitudinal study;Medical devices
Industriel sant‚;Recherche priv‚e;decembre 2017;Extraction SNDS;Non;Efficacit‚ en vie r‚elle de Tecfidera© dans la scl‚rose en plaques. Etude de cohorte … partir du SNIIRAM, base de donn‚es nationale de remboursement de soins et d?hospitalisations.;Oui;Oui;janv-18;INDS;1;;Neurology;Pharmacoepidemiology;Multiple sclerosis
CHU;Recherche publique;avr-18;Dossiers M‚dicaux;Non;Microenvironnement tumoral des tumeurs des voies a‚rodigestives sup‚rieures HPV induites dans la population antillaise : Etude multiparam‚trique automatis‚e, in situ, du microenvironnement de cancers des voies a‚rodigestives sup‚rieures comparant la population antillaise et la population  m‚tropolitaine. Recherche de marqueurs pr‚dictifs de survie et de r‚ponse aux immunoth‚rapie;Non;Non;;INDS;0;EHR without pairing with national database;;;
